"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
1906,"Kelly",0,20,1,0,81215,469226
1907,"Kelly",5,29,0.852941176470588,0.147058823529412,81215,469226
1908,"Kelly",5,25,0.833333333333333,0.166666666666667,81215,469226
1909,"Kelly",7,26,0.787878787878788,0.212121212121212,81215,469226
1910,"Kelly",6,46,0.884615384615385,0.115384615384615,81215,469226
1911,"Kelly",5,41,0.891304347826087,0.108695652173913,81215,469226
1912,"Kelly",7,57,0.890625,0.109375,81215,469226
1913,"Kelly",0,63,1,0,81215,469226
1914,"Kelly",11,92,0.893203883495146,0.106796116504854,81215,469226
1915,"Kelly",5,101,0.952830188679245,0.0471698113207547,81215,469226
1916,"Kelly",9,90,0.909090909090909,0.0909090909090909,81215,469226
1917,"Kelly",8,131,0.942446043165468,0.0575539568345324,81215,469226
1918,"Kelly",14,118,0.893939393939394,0.106060606060606,81215,469226
1919,"Kelly",8,143,0.947019867549669,0.0529801324503311,81215,469226
1920,"Kelly",11,121,0.916666666666667,0.0833333333333333,81215,469226
1921,"Kelly",15,133,0.898648648648649,0.101351351351351,81215,469226
1922,"Kelly",13,141,0.915584415584416,0.0844155844155844,81215,469226
1923,"Kelly",10,111,0.917355371900826,0.0826446280991736,81215,469226
1924,"Kelly",10,125,0.925925925925926,0.0740740740740741,81215,469226
1925,"Kelly",16,121,0.883211678832117,0.116788321167883,81215,469226
1926,"Kelly",12,123,0.911111111111111,0.0888888888888889,81215,469226
1927,"Kelly",10,132,0.929577464788732,0.0704225352112676,81215,469226
1928,"Kelly",11,129,0.921428571428571,0.0785714285714286,81215,469226
1929,"Kelly",11,141,0.927631578947368,0.0723684210526316,81215,469226
1930,"Kelly",13,117,0.9,0.1,81215,469226
1931,"Kelly",9,129,0.934782608695652,0.0652173913043478,81215,469226
1932,"Kelly",14,105,0.882352941176471,0.117647058823529,81215,469226
1933,"Kelly",12,120,0.909090909090909,0.0909090909090909,81215,469226
1934,"Kelly",11,144,0.929032258064516,0.0709677419354839,81215,469226
1935,"Kelly",13,125,0.905797101449275,0.0942028985507246,81215,469226
1936,"Kelly",13,138,0.913907284768212,0.0860927152317881,81215,469226
1937,"Kelly",14,126,0.9,0.1,81215,469226
1938,"Kelly",18,137,0.883870967741936,0.116129032258065,81215,469226
1939,"Kelly",10,153,0.938650306748466,0.0613496932515337,81215,469226
1940,"Kelly",24,142,0.855421686746988,0.144578313253012,81215,469226
1941,"Kelly",28,160,0.851063829787234,0.148936170212766,81215,469226
1942,"Kelly",37,249,0.870629370629371,0.129370629370629,81215,469226
1943,"Kelly",36,274,0.883870967741936,0.116129032258065,81215,469226
1944,"Kelly",61,275,0.818452380952381,0.181547619047619,81215,469226
1945,"Kelly",51,240,0.824742268041237,0.175257731958763,81215,469226
1946,"Kelly",51,283,0.847305389221557,0.152694610778443,81215,469226
1947,"Kelly",73,351,0.827830188679245,0.172169811320755,81215,469226
1948,"Kelly",83,379,0.82034632034632,0.17965367965368,81215,469226
1949,"Kelly",117,510,0.813397129186603,0.186602870813397,81215,469226
1950,"Kelly",97,489,0.834470989761092,0.165529010238908,81215,469226
1951,"Kelly",165,698,0.808806488991889,0.191193511008111,81215,469226
1952,"Kelly",295,808,0.732547597461469,0.267452402538531,81215,469226
1953,"Kelly",226,844,0.788785046728972,0.211214953271028,81215,469226
1954,"Kelly",456,959,0.67773851590106,0.32226148409894,81215,469226
1955,"Kelly",540,1252,0.698660714285714,0.301339285714286,81215,469226
1956,"Kelly",831,1472,0.6391663048198,0.3608336951802,81215,469226
1957,"Kelly",1909,1866,0.494304635761589,0.505695364238411,81215,469226
1958,"Kelly",4471,2300,0.339683946241323,0.660316053758677,81215,469226
1959,"Kelly",6379,2435,0.276265032902201,0.723734967097799,81215,469226
1960,"Kelly",8680,2939,0.252947757982615,0.747052242017385,81215,469226
1961,"Kelly",9637,3003,0.237579113924051,0.762420886075949,81215,469226
1962,"Kelly",11531,2858,0.198623948849816,0.801376051150184,81215,469226
1963,"Kelly",12554,2728,0.178510666143175,0.821489333856825,81215,469226
1964,"Kelly",12480,2492,0.166444028853861,0.833555971146139,81215,469226
1965,"Kelly",12760,2260,0.150466045272969,0.849533954727031,81215,469226
1966,"Kelly",13245,2785,0.173736743605739,0.826263256394261,81215,469226
1967,"Kelly",13723,3099,0.184223041255499,0.815776958744501,81215,469226
1968,"Kelly",17137,3058,0.151423619707848,0.848576380292152,81215,469226
1969,"Kelly",16328,2793,0.146069766225616,0.853930233774384,81215,469226
1970,"Kelly",14609,2498,0.146022096217922,0.853977903782077,81215,469226
1971,"Kelly",12599,2264,0.152324564354437,0.847675435645563,81215,469226
1972,"Kelly",10944,1918,0.149121443010418,0.850878556989582,81215,469226
1973,"Kelly",10516,1704,0.139443535188216,0.860556464811784,81215,469226
1974,"Kelly",10846,1760,0.139616055846422,0.860383944153578,81215,469226
1975,"Kelly",11736,1642,0.122738824936463,0.877261175063537,81215,469226
1976,"Kelly",11791,1540,0.115520216037807,0.884479783962193,81215,469226
1977,"Kelly",18235,1484,0.0752573659921903,0.92474263400781,81215,469226
1978,"Kelly",16985,1308,0.0715027606188159,0.928497239381184,81215,469226
1979,"Kelly",15299,1207,0.0731249242699624,0.926875075730038,81215,469226
1980,"Kelly",13715,1184,0.0794684206993758,0.920531579300624,81215,469226
1981,"Kelly",11878,1182,0.0905053598774885,0.909494640122511,81215,469226
1982,"Kelly",12168,1271,0.0945754892477119,0.905424510752288,81215,469226
1983,"Kelly",11584,1054,0.0833992720367147,0.916600727963285,81215,469226
1984,"Kelly",11214,984,0.0806689621249385,0.919331037875062,81215,469226
1985,"Kelly",11028,891,0.0747545935061666,0.925245406493833,81215,469226
1986,"Kelly",10413,872,0.0772707133362871,0.922729286663713,81215,469226
1987,"Kelly",9861,786,0.0738236122851507,0.926176387714849,81215,469226
1988,"Kelly",8913,738,0.0764687597140193,0.923531240285981,81215,469226
1989,"Kelly",8761,811,0.0847262849979106,0.915273715002089,81215,469226
1990,"Kelly",8135,686,0.0777689604353248,0.922231039564675,81215,469226
1991,"Kelly",7511,643,0.0788570026980623,0.921142997301938,81215,469226
1992,"Kelly",7010,534,0.0707847295864263,0.929215270413574,81215,469226
1993,"Kelly",6298,475,0.0701314041045327,0.929868595895467,81215,469226
1994,"Kelly",5445,385,0.0660377358490566,0.933962264150943,81215,469226
1995,"Kelly",5398,357,0.0620330147697654,0.937966985230235,81215,469226
1996,"Kelly",4734,339,0.0668243642814902,0.93317563571851,81215,469226
1997,"Kelly",4063,284,0.0653324131585001,0.9346675868415,81215,469226
1998,"Kelly",3702,239,0.060644506470439,0.939355493529561,81215,469226
1999,"Kelly",3417,195,0.0539867109634551,0.946013289036545,81215,469226
2000,"Kelly",3075,201,0.0613553113553114,0.938644688644689,81215,469226
2001,"Kelly",2814,174,0.0582329317269076,0.941767068273092,81215,469226
2002,"Kelly",2850,185,0.0609555189456343,0.939044481054366,81215,469226
2003,"Kelly",2735,146,0.0506768483165567,0.949323151683443,81215,469226
2004,"Kelly",2356,160,0.0635930047694754,0.936406995230525,81215,469226
2005,"Kelly",1951,127,0.06111645813282,0.93888354186718,81215,469226
2006,"Kelly",1610,139,0.0794739851343625,0.920526014865637,81215,469226
2007,"Kelly",1568,154,0.0894308943089431,0.910569105691057,81215,469226
2008,"Kelly",1398,113,0.0747849106551952,0.925215089344805,81215,469226
2009,"Kelly",1250,140,0.100719424460432,0.899280575539568,81215,469226
2010,"Kelly",1058,101,0.087144089732528,0.912855910267472,81215,469226
2011,"Kelly",940,107,0.102196752626552,0.897803247373448,81215,469226
2012,"Kelly",891,105,0.105421686746988,0.894578313253012,81215,469226
2013,"Kelly",847,103,0.108421052631579,0.891578947368421,81215,469226
2014,"Kelly",734,104,0.124105011933174,0.875894988066826,81215,469226
1906,"Kendall",0,5,1,0,33031,52722
1907,"Kendall",0,8,1,0,33031,52722
1908,"Kendall",0,6,1,0,33031,52722
1910,"Kendall",0,11,1,0,33031,52722
1911,"Kendall",0,9,1,0,33031,52722
1912,"Kendall",0,17,1,0,33031,52722
1913,"Kendall",0,45,1,0,33031,52722
1914,"Kendall",0,30,1,0,33031,52722
1915,"Kendall",0,45,1,0,33031,52722
1916,"Kendall",0,49,1,0,33031,52722
1917,"Kendall",0,45,1,0,33031,52722
1918,"Kendall",0,47,1,0,33031,52722
1919,"Kendall",0,57,1,0,33031,52722
1920,"Kendall",0,60,1,0,33031,52722
1921,"Kendall",0,67,1,0,33031,52722
1922,"Kendall",0,60,1,0,33031,52722
1923,"Kendall",0,48,1,0,33031,52722
1924,"Kendall",0,66,1,0,33031,52722
1925,"Kendall",0,71,1,0,33031,52722
1926,"Kendall",0,67,1,0,33031,52722
1927,"Kendall",0,82,1,0,33031,52722
1928,"Kendall",0,74,1,0,33031,52722
1929,"Kendall",5,59,0.921875,0.078125,33031,52722
1930,"Kendall",0,67,1,0,33031,52722
1931,"Kendall",0,55,1,0,33031,52722
1932,"Kendall",0,67,1,0,33031,52722
1933,"Kendall",0,87,1,0,33031,52722
1934,"Kendall",0,67,1,0,33031,52722
1935,"Kendall",0,82,1,0,33031,52722
1936,"Kendall",0,81,1,0,33031,52722
1937,"Kendall",7,77,0.916666666666667,0.0833333333333333,33031,52722
1938,"Kendall",0,97,1,0,33031,52722
1939,"Kendall",0,112,1,0,33031,52722
1940,"Kendall",5,109,0.956140350877193,0.043859649122807,33031,52722
1941,"Kendall",7,120,0.94488188976378,0.0551181102362205,33031,52722
1942,"Kendall",7,113,0.941666666666667,0.0583333333333333,33031,52722
1943,"Kendall",14,127,0.900709219858156,0.099290780141844,33031,52722
1944,"Kendall",7,103,0.936363636363636,0.0636363636363636,33031,52722
1945,"Kendall",15,129,0.895833333333333,0.104166666666667,33031,52722
1946,"Kendall",0,147,1,0,33031,52722
1947,"Kendall",18,150,0.892857142857143,0.107142857142857,33031,52722
1948,"Kendall",12,160,0.930232558139535,0.0697674418604651,33031,52722
1949,"Kendall",11,166,0.937853107344633,0.0621468926553672,33031,52722
1950,"Kendall",13,159,0.924418604651163,0.0755813953488372,33031,52722
1951,"Kendall",10,145,0.935483870967742,0.0645161290322581,33031,52722
1952,"Kendall",13,191,0.936274509803922,0.0637254901960784,33031,52722
1953,"Kendall",7,215,0.968468468468468,0.0315315315315315,33031,52722
1954,"Kendall",15,217,0.935344827586207,0.0646551724137931,33031,52722
1955,"Kendall",12,228,0.95,0.05,33031,52722
1956,"Kendall",31,303,0.907185628742515,0.092814371257485,33031,52722
1957,"Kendall",35,383,0.916267942583732,0.0837320574162679,33031,52722
1958,"Kendall",69,390,0.849673202614379,0.150326797385621,33031,52722
1959,"Kendall",75,410,0.845360824742268,0.154639175257732,33031,52722
1960,"Kendall",109,447,0.803956834532374,0.196043165467626,33031,52722
1961,"Kendall",67,415,0.860995850622407,0.139004149377593,33031,52722
1962,"Kendall",66,431,0.867203219315895,0.132796780684105,33031,52722
1963,"Kendall",67,466,0.874296435272045,0.125703564727955,33031,52722
1964,"Kendall",120,538,0.817629179331307,0.182370820668693,33031,52722
1965,"Kendall",122,430,0.778985507246377,0.221014492753623,33031,52722
1966,"Kendall",89,417,0.824110671936759,0.175889328063241,33031,52722
1967,"Kendall",88,396,0.818181818181818,0.181818181818182,33031,52722
1968,"Kendall",89,410,0.821643286573146,0.178356713426854,33031,52722
1969,"Kendall",74,402,0.84453781512605,0.15546218487395,33031,52722
1970,"Kendall",113,434,0.793418647166362,0.206581352833638,33031,52722
1971,"Kendall",200,429,0.682034976152623,0.317965023847377,33031,52722
1972,"Kendall",114,331,0.743820224719101,0.256179775280899,33031,52722
1973,"Kendall",111,350,0.759219088937093,0.240780911062907,33031,52722
1974,"Kendall",98,345,0.778781038374718,0.221218961625282,33031,52722
1975,"Kendall",69,298,0.811989100817439,0.188010899182561,33031,52722
1976,"Kendall",73,280,0.793201133144476,0.206798866855524,33031,52722
1977,"Kendall",81,250,0.755287009063444,0.244712990936556,33031,52722
1978,"Kendall",113,335,0.747767857142857,0.252232142857143,33031,52722
1979,"Kendall",97,355,0.785398230088496,0.214601769911504,33031,52722
1980,"Kendall",190,370,0.660714285714286,0.339285714285714,33031,52722
1981,"Kendall",196,365,0.650623885918004,0.349376114081996,33031,52722
1982,"Kendall",276,364,0.56875,0.43125,33031,52722
1983,"Kendall",247,358,0.591735537190083,0.408264462809917,33031,52722
1984,"Kendall",472,429,0.476137624861265,0.523862375138735,33031,52722
1985,"Kendall",447,466,0.510405257393209,0.489594742606791,33031,52722
1986,"Kendall",509,511,0.500980392156863,0.499019607843137,33031,52722
1987,"Kendall",702,540,0.434782608695652,0.565217391304348,33031,52722
1988,"Kendall",572,665,0.537590945836702,0.462409054163298,33031,52722
1989,"Kendall",623,688,0.524790236460717,0.475209763539283,33031,52722
1990,"Kendall",642,866,0.574270557029178,0.425729442970822,33031,52722
1991,"Kendall",667,843,0.558278145695364,0.441721854304636,33031,52722
1992,"Kendall",746,787,0.513372472276582,0.486627527723418,33031,52722
1993,"Kendall",1270,965,0.431767337807606,0.568232662192394,33031,52722
1994,"Kendall",1648,949,0.365421640354255,0.634578359645745,33031,52722
1995,"Kendall",1545,720,0.317880794701987,0.682119205298013,33031,52722
1996,"Kendall",1468,676,0.315298507462687,0.684701492537313,33031,52722
1997,"Kendall",1559,703,0.31078691423519,0.68921308576481,33031,52722
1998,"Kendall",1644,696,0.297435897435897,0.702564102564103,33031,52722
1999,"Kendall",1442,626,0.302707930367505,0.697292069632495,33031,52722
2000,"Kendall",1650,733,0.307595467897608,0.692404532102392,33031,52722
2001,"Kendall",1524,577,0.274631128034269,0.725368871965731,33031,52722
2002,"Kendall",1642,524,0.241920590951062,0.758079409048938,33031,52722
2003,"Kendall",2182,493,0.184299065420561,0.815700934579439,33031,52722
2004,"Kendall",2359,485,0.170534458509142,0.829465541490858,33031,52722
2005,"Kendall",2456,470,0.160628844839371,0.839371155160629,33031,52722
2006,"Kendall",2322,441,0.159609120521173,0.840390879478827,33031,52722
2007,"Kendall",2163,477,0.180681818181818,0.819318181818182,33031,52722
2008,"Kendall",2308,383,0.142326272761055,0.857673727238945,33031,52722
2009,"Kendall",2414,434,0.152387640449438,0.847612359550562,33031,52722
2010,"Kendall",2335,423,0.153372008701958,0.846627991298042,33031,52722
2011,"Kendall",2591,408,0.136045348449483,0.863954651550517,33031,52722
2012,"Kendall",2622,369,0.123370110330993,0.876629889669007,33031,52722
2013,"Kendall",2509,373,0.1294240111034,0.8705759888966,33031,52722
2014,"Kendall",2432,310,0.113056163384391,0.886943836615609,33031,52722
1920,"Kerry",5,0,0,1,49417,48452
1921,"Kerry",0,6,1,0,49417,48452
1922,"Kerry",0,5,1,0,49417,48452
1923,"Kerry",0,7,1,0,49417,48452
1924,"Kerry",0,13,1,0,49417,48452
1925,"Kerry",6,14,0.7,0.3,49417,48452
1926,"Kerry",0,10,1,0,49417,48452
1927,"Kerry",5,14,0.736842105263158,0.263157894736842,49417,48452
1928,"Kerry",0,10,1,0,49417,48452
1929,"Kerry",0,14,1,0,49417,48452
1930,"Kerry",0,21,1,0,49417,48452
1931,"Kerry",0,20,1,0,49417,48452
1932,"Kerry",7,22,0.758620689655172,0.241379310344828,49417,48452
1933,"Kerry",0,19,1,0,49417,48452
1934,"Kerry",6,43,0.877551020408163,0.122448979591837,49417,48452
1935,"Kerry",5,110,0.956521739130435,0.0434782608695652,49417,48452
1936,"Kerry",8,79,0.908045977011494,0.0919540229885057,49417,48452
1937,"Kerry",12,65,0.844155844155844,0.155844155844156,49417,48452
1938,"Kerry",11,70,0.864197530864197,0.135802469135802,49417,48452
1939,"Kerry",10,86,0.895833333333333,0.104166666666667,49417,48452
1940,"Kerry",22,113,0.837037037037037,0.162962962962963,49417,48452
1941,"Kerry",25,120,0.827586206896552,0.172413793103448,49417,48452
1942,"Kerry",42,135,0.76271186440678,0.23728813559322,49417,48452
1943,"Kerry",87,211,0.708053691275168,0.291946308724832,49417,48452
1944,"Kerry",150,297,0.664429530201342,0.335570469798658,49417,48452
1945,"Kerry",124,310,0.714285714285714,0.285714285714286,49417,48452
1946,"Kerry",149,489,0.766457680250784,0.233542319749216,49417,48452
1947,"Kerry",196,705,0.782463928967814,0.217536071032186,49417,48452
1948,"Kerry",273,750,0.733137829912023,0.266862170087977,49417,48452
1949,"Kerry",395,926,0.700984102952309,0.299015897047691,49417,48452
1950,"Kerry",478,1065,0.690213869086196,0.309786130913804,49417,48452
1951,"Kerry",492,1176,0.705035971223022,0.294964028776978,49417,48452
1952,"Kerry",556,1171,0.678054429646786,0.321945570353214,49417,48452
1953,"Kerry",568,1257,0.688767123287671,0.311232876712329,49417,48452
1954,"Kerry",582,1659,0.740294511378849,0.259705488621151,49417,48452
1955,"Kerry",615,1600,0.72234762979684,0.27765237020316,49417,48452
1956,"Kerry",741,1580,0.680741059887979,0.319258940112021,49417,48452
1957,"Kerry",813,1746,0.682297772567409,0.317702227432591,49417,48452
1958,"Kerry",807,1443,0.641333333333333,0.358666666666667,49417,48452
1959,"Kerry",790,1702,0.682985553772071,0.317014446227929,49417,48452
1960,"Kerry",953,2173,0.695137555982086,0.304862444017914,49417,48452
1961,"Kerry",1040,2027,0.660906423214868,0.339093576785132,49417,48452
1962,"Kerry",1089,1900,0.635664101706256,0.364335898293744,49417,48452
1963,"Kerry",1164,1720,0.596393897364771,0.403606102635229,49417,48452
1964,"Kerry",1179,1569,0.570960698689956,0.429039301310044,49417,48452
1965,"Kerry",921,1475,0.615609348914858,0.384390651085142,49417,48452
1966,"Kerry",1032,1241,0.545974483062033,0.454025516937967,49417,48452
1967,"Kerry",1258,1124,0.471872376154492,0.528127623845508,49417,48452
1968,"Kerry",1737,1085,0.384479092841956,0.615520907158044,49417,48452
1969,"Kerry",1853,976,0.344998232591022,0.655001767408978,49417,48452
1970,"Kerry",1834,969,0.34570103460578,0.65429896539422,49417,48452
1971,"Kerry",2206,878,0.284695201037613,0.715304798962387,49417,48452
1972,"Kerry",1908,736,0.278366111951589,0.721633888048411,49417,48452
1973,"Kerry",1875,681,0.266431924882629,0.733568075117371,49417,48452
1974,"Kerry",1730,709,0.290692906929069,0.709307093070931,49417,48452
1975,"Kerry",1679,646,0.277849462365591,0.722150537634409,49417,48452
1976,"Kerry",1450,583,0.286768322675849,0.713231677324151,49417,48452
1977,"Kerry",1298,540,0.29379760609358,0.70620239390642,49417,48452
1978,"Kerry",1154,463,0.286332714904143,0.713667285095857,49417,48452
1979,"Kerry",994,462,0.317307692307692,0.682692307692308,49417,48452
1980,"Kerry",1000,432,0.301675977653631,0.698324022346369,49417,48452
1981,"Kerry",939,417,0.307522123893805,0.692477876106195,49417,48452
1982,"Kerry",937,418,0.308487084870849,0.691512915129151,49417,48452
1983,"Kerry",786,383,0.327630453378956,0.672369546621044,49417,48452
1984,"Kerry",730,512,0.412238325281804,0.587761674718196,49417,48452
1985,"Kerry",672,525,0.43859649122807,0.56140350877193,49417,48452
1986,"Kerry",697,481,0.408319185059423,0.591680814940577,49417,48452
1987,"Kerry",669,409,0.379406307977737,0.620593692022263,49417,48452
1988,"Kerry",598,421,0.41315014720314,0.58684985279686,49417,48452
1989,"Kerry",560,408,0.421487603305785,0.578512396694215,49417,48452
1990,"Kerry",554,402,0.420502092050209,0.579497907949791,49417,48452
1991,"Kerry",478,414,0.464125560538117,0.535874439461883,49417,48452
1992,"Kerry",438,288,0.396694214876033,0.603305785123967,49417,48452
1993,"Kerry",372,296,0.44311377245509,0.55688622754491,49417,48452
1994,"Kerry",339,235,0.409407665505227,0.590592334494774,49417,48452
1995,"Kerry",297,206,0.409542743538767,0.590457256461233,49417,48452
1996,"Kerry",289,181,0.385106382978723,0.614893617021277,49417,48452
1997,"Kerry",272,188,0.408695652173913,0.591304347826087,49417,48452
1998,"Kerry",199,150,0.429799426934097,0.570200573065903,49417,48452
1999,"Kerry",200,150,0.428571428571429,0.571428571428571,49417,48452
2000,"Kerry",182,135,0.425867507886435,0.574132492113565,49417,48452
2001,"Kerry",148,142,0.489655172413793,0.510344827586207,49417,48452
2002,"Kerry",141,130,0.47970479704797,0.520295202952029,49417,48452
2003,"Kerry",100,112,0.528301886792453,0.471698113207547,49417,48452
2004,"Kerry",86,172,0.666666666666667,0.333333333333333,49417,48452
2005,"Kerry",80,120,0.6,0.4,49417,48452
2006,"Kerry",73,99,0.575581395348837,0.424418604651163,49417,48452
2007,"Kerry",44,87,0.66412213740458,0.33587786259542,49417,48452
2008,"Kerry",37,85,0.69672131147541,0.30327868852459,49417,48452
2009,"Kerry",32,70,0.686274509803922,0.313725490196078,49417,48452
2010,"Kerry",30,65,0.684210526315789,0.315789473684211,49417,48452
2011,"Kerry",35,61,0.635416666666667,0.364583333333333,49417,48452
2012,"Kerry",27,53,0.6625,0.3375,49417,48452
2013,"Kerry",39,71,0.645454545454546,0.354545454545455,49417,48452
2014,"Kerry",38,59,0.608247422680412,0.391752577319588,49417,48452
1912,"Kim",0,5,1,0,34841,179317
1913,"Kim",0,7,1,0,34841,179317
1914,"Kim",5,0,0,1,34841,179317
1915,"Kim",0,5,1,0,34841,179317
1917,"Kim",5,0,0,1,34841,179317
1918,"Kim",0,5,1,0,34841,179317
1920,"Kim",5,0,0,1,34841,179317
1921,"Kim",0,7,1,0,34841,179317
1922,"Kim",0,10,1,0,34841,179317
1923,"Kim",6,7,0.538461538461538,0.461538461538462,34841,179317
1924,"Kim",9,8,0.470588235294118,0.529411764705882,34841,179317
1925,"Kim",8,0,0,1,34841,179317
1926,"Kim",9,10,0.526315789473684,0.473684210526316,34841,179317
1927,"Kim",7,9,0.5625,0.4375,34841,179317
1928,"Kim",0,7,1,0,34841,179317
1929,"Kim",13,8,0.380952380952381,0.619047619047619,34841,179317
1930,"Kim",9,7,0.4375,0.5625,34841,179317
1931,"Kim",17,11,0.392857142857143,0.607142857142857,34841,179317
1932,"Kim",14,21,0.6,0.4,34841,179317
1933,"Kim",14,23,0.621621621621622,0.378378378378378,34841,179317
1934,"Kim",16,24,0.6,0.4,34841,179317
1935,"Kim",20,24,0.545454545454545,0.454545454545455,34841,179317
1936,"Kim",27,50,0.649350649350649,0.350649350649351,34841,179317
1937,"Kim",25,58,0.698795180722892,0.301204819277108,34841,179317
1938,"Kim",34,40,0.540540540540541,0.459459459459459,34841,179317
1939,"Kim",33,52,0.611764705882353,0.388235294117647,34841,179317
1940,"Kim",31,66,0.680412371134021,0.319587628865979,34841,179317
1941,"Kim",38,54,0.58695652173913,0.41304347826087,34841,179317
1942,"Kim",58,88,0.602739726027397,0.397260273972603,34841,179317
1943,"Kim",59,105,0.640243902439024,0.359756097560976,34841,179317
1944,"Kim",84,135,0.616438356164384,0.383561643835616,34841,179317
1945,"Kim",77,188,0.709433962264151,0.290566037735849,34841,179317
1946,"Kim",190,407,0.681742043551089,0.318257956448911,34841,179317
1947,"Kim",255,534,0.67680608365019,0.32319391634981,34841,179317
1948,"Kim",238,510,0.681818181818182,0.318181818181818,34841,179317
1949,"Kim",252,637,0.716535433070866,0.283464566929134,34841,179317
1950,"Kim",285,796,0.736355226641998,0.263644773358002,34841,179317
1951,"Kim",570,1474,0.721135029354207,0.278864970645793,34841,179317
1952,"Kim",1293,2356,0.645656344203892,0.354343655796109,34841,179317
1953,"Kim",1743,2564,0.595309960529371,0.404690039470629,34841,179317
1954,"Kim",2937,3163,0.518524590163934,0.481475409836066,34841,179317
1955,"Kim",5682,3490,0.380505887483646,0.619494112516354,34841,179317
1956,"Kim",9895,2955,0.229961089494163,0.770038910505837,34841,179317
1957,"Kim",11426,1979,0.14763148079075,0.85236851920925,34841,179317
1958,"Kim",10652,1315,0.109885518509234,0.890114481490766,34841,179317
1959,"Kim",11591,1105,0.0870352867044738,0.912964713295526,34841,179317
1960,"Kim",12474,1158,0.0849471830985915,0.915052816901408,34841,179317
1961,"Kim",11367,1101,0.0883060635226179,0.911693936477382,34841,179317
1962,"Kim",11655,915,0.0727923627684964,0.927207637231504,34841,179317
1963,"Kim",10680,849,0.0736403851157949,0.926359614884205,34841,179317
1964,"Kim",9984,778,0.0722913956513659,0.927708604348634,34841,179317
1965,"Kim",10082,612,0.0572283523471105,0.942771647652889,34841,179317
1966,"Kim",9196,550,0.0564334085778781,0.943566591422122,34841,179317
1967,"Kim",7403,456,0.0580226491920092,0.941977350807991,34841,179317
1968,"Kim",6090,409,0.0629327588859825,0.937067241114018,34841,179317
1969,"Kim",5449,361,0.0621342512908778,0.937865748709122,34841,179317
1970,"Kim",4725,316,0.0626859750049593,0.937314024995041,34841,179317
1971,"Kim",3685,267,0.0675607287449393,0.932439271255061,34841,179317
1972,"Kim",2742,220,0.0742741390952059,0.925725860904794,34841,179317
1973,"Kim",2195,183,0.0769554247266611,0.923044575273339,34841,179317
1974,"Kim",1936,161,0.0767763471626133,0.923223652837387,34841,179317
1975,"Kim",1481,164,0.0996960486322188,0.900303951367781,34841,179317
1976,"Kim",1249,137,0.0988455988455988,0.901154401154401,34841,179317
1977,"Kim",1084,131,0.107818930041152,0.892181069958848,34841,179317
1978,"Kim",820,123,0.130434782608696,0.869565217391304,34841,179317
1979,"Kim",781,114,0.127374301675978,0.872625698324022,34841,179317
1980,"Kim",601,112,0.157082748948107,0.842917251051893,34841,179317
1981,"Kim",535,108,0.16796267496112,0.83203732503888,34841,179317
1982,"Kim",468,96,0.170212765957447,0.829787234042553,34841,179317
1983,"Kim",401,91,0.184959349593496,0.815040650406504,34841,179317
1984,"Kim",386,92,0.192468619246862,0.807531380753138,34841,179317
1985,"Kim",348,92,0.209090909090909,0.790909090909091,34841,179317
1986,"Kim",280,81,0.224376731301939,0.775623268698061,34841,179317
1987,"Kim",279,76,0.214084507042254,0.785915492957746,34841,179317
1988,"Kim",252,90,0.263157894736842,0.736842105263158,34841,179317
1989,"Kim",259,72,0.217522658610272,0.782477341389728,34841,179317
1990,"Kim",257,64,0.199376947040498,0.800623052959502,34841,179317
1991,"Kim",206,60,0.225563909774436,0.774436090225564,34841,179317
1992,"Kim",182,45,0.198237885462555,0.801762114537445,34841,179317
1993,"Kim",185,39,0.174107142857143,0.825892857142857,34841,179317
1994,"Kim",160,46,0.223300970873786,0.776699029126214,34841,179317
1995,"Kim",135,31,0.186746987951807,0.813253012048193,34841,179317
1996,"Kim",130,47,0.265536723163842,0.734463276836158,34841,179317
1997,"Kim",110,20,0.153846153846154,0.846153846153846,34841,179317
1998,"Kim",102,24,0.19047619047619,0.80952380952381,34841,179317
1999,"Kim",133,29,0.179012345679012,0.820987654320988,34841,179317
2000,"Kim",116,18,0.134328358208955,0.865671641791045,34841,179317
2001,"Kim",100,26,0.206349206349206,0.793650793650794,34841,179317
2002,"Kim",111,14,0.112,0.888,34841,179317
2003,"Kim",84,17,0.168316831683168,0.831683168316832,34841,179317
2004,"Kim",91,18,0.165137614678899,0.834862385321101,34841,179317
2005,"Kim",73,13,0.151162790697674,0.848837209302326,34841,179317
2006,"Kim",85,10,0.105263157894737,0.894736842105263,34841,179317
2007,"Kim",104,10,0.087719298245614,0.912280701754386,34841,179317
2008,"Kim",63,7,0.1,0.9,34841,179317
2009,"Kim",48,17,0.261538461538462,0.738461538461539,34841,179317
2010,"Kim",52,9,0.147540983606557,0.852459016393443,34841,179317
2011,"Kim",50,7,0.12280701754386,0.87719298245614,34841,179317
2012,"Kim",91,9,0.09,0.91,34841,179317
2013,"Kim",62,8,0.114285714285714,0.885714285714286,34841,179317
2014,"Kim",68,19,0.218390804597701,0.781609195402299,34841,179317
1880,"Leslie",8,79,0.908045977011494,0.0919540229885057,112533,264054
1881,"Leslie",11,92,0.893203883495146,0.106796116504854,112533,264054
1882,"Leslie",9,122,0.931297709923664,0.0687022900763359,112533,264054
1883,"Leslie",7,120,0.94488188976378,0.0551181102362205,112533,264054
