"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
1979,"Shelby",428,144,0.251748251748252,0.748251748251748,16014,141481
1980,"Shelby",482,134,0.217532467532468,0.782467532467532,16014,141481
1981,"Shelby",512,135,0.208655332302937,0.791344667697063,16014,141481
1982,"Shelby",435,125,0.223214285714286,0.776785714285714,16014,141481
1983,"Shelby",642,157,0.196495619524406,0.803504380475594,16014,141481
1984,"Shelby",1041,146,0.122999157540017,0.877000842459983,16014,141481
1985,"Shelby",884,177,0.166823751178134,0.833176248821866,16014,141481
1986,"Shelby",900,172,0.16044776119403,0.83955223880597,16014,141481
1987,"Shelby",898,176,0.163873370577281,0.836126629422719,16014,141481
1988,"Shelby",881,184,0.172769953051643,0.827230046948357,16014,141481
1989,"Shelby",1203,205,0.145596590909091,0.854403409090909,16014,141481
1990,"Shelby",3517,355,0.0916838842975207,0.908316115702479,16014,141481
1991,"Shelby",10218,524,0.0487804878048781,0.951219512195122,16014,141481
1992,"Shelby",9397,454,0.0460866917064257,0.953913308293574,16014,141481
1993,"Shelby",8121,403,0.0472782731112154,0.952721726888785,16014,141481
1994,"Shelby",7546,362,0.0457764289327264,0.954223571067274,16014,141481
1995,"Shelby",7631,335,0.0420537283454682,0.957946271654532,16014,141481
1996,"Shelby",7949,305,0.0369517809546886,0.963048219045311,16014,141481
1997,"Shelby",6701,199,0.0288405797101449,0.971159420289855,16014,141481
1998,"Shelby",5893,165,0.027236711786068,0.972763288213932,16014,141481
1999,"Shelby",5017,171,0.0329606784888204,0.96703932151118,16014,141481
2000,"Shelby",4558,129,0.0275229357798165,0.972477064220184,16014,141481
2001,"Shelby",4366,101,0.0226102529661966,0.977389747033803,16014,141481
2002,"Shelby",3959,108,0.0265552003934104,0.97344479960659,16014,141481
2003,"Shelby",3533,77,0.0213296398891967,0.978670360110803,16014,141481
2004,"Shelby",2987,87,0.0283018867924528,0.971698113207547,16014,141481
2005,"Shelby",2838,68,0.0233998623537509,0.976600137646249,16014,141481
2006,"Shelby",2615,71,0.0264333581533879,0.973566641846612,16014,141481
2007,"Shelby",2350,73,0.0301279405695419,0.969872059430458,16014,141481
2008,"Shelby",2144,75,0.0337990085624155,0.966200991437585,16014,141481
2009,"Shelby",1933,45,0.0227502527805865,0.977249747219414,16014,141481
2010,"Shelby",1675,45,0.0261627906976744,0.973837209302326,16014,141481
2011,"Shelby",1454,44,0.0293724966622163,0.970627503337784,16014,141481
2012,"Shelby",1444,46,0.0308724832214765,0.969127516778523,16014,141481
2013,"Shelby",1232,47,0.0367474589523065,0.963252541047694,16014,141481
2014,"Shelby",1101,34,0.0299559471365639,0.970044052863436,16014,141481
1880,"Sidney",16,142,0.89873417721519,0.10126582278481,82378,22807
1881,"Sidney",16,129,0.889655172413793,0.110344827586207,82378,22807
1882,"Sidney",9,146,0.941935483870968,0.0580645161290323,82378,22807
1883,"Sidney",9,165,0.948275862068966,0.0517241379310345,82378,22807
1884,"Sidney",11,142,0.928104575163399,0.0718954248366013,82378,22807
1885,"Sidney",10,170,0.944444444444444,0.0555555555555556,82378,22807
1886,"Sidney",10,155,0.939393939393939,0.0606060606060606,82378,22807
1887,"Sidney",8,144,0.947368421052632,0.0526315789473684,82378,22807
1888,"Sidney",10,168,0.943820224719101,0.0561797752808989,82378,22807
1889,"Sidney",15,144,0.905660377358491,0.0943396226415094,82378,22807
1890,"Sidney",15,176,0.921465968586387,0.0785340314136126,82378,22807
1891,"Sidney",22,113,0.837037037037037,0.162962962962963,82378,22807
1892,"Sidney",17,174,0.910994764397906,0.0890052356020942,82378,22807
1893,"Sidney",17,163,0.905555555555556,0.0944444444444444,82378,22807
1894,"Sidney",11,168,0.93854748603352,0.0614525139664804,82378,22807
1895,"Sidney",18,178,0.908163265306122,0.0918367346938776,82378,22807
1896,"Sidney",18,176,0.907216494845361,0.0927835051546392,82378,22807
1897,"Sidney",22,149,0.871345029239766,0.128654970760234,82378,22807
1898,"Sidney",18,171,0.904761904761905,0.0952380952380952,82378,22807
1899,"Sidney",12,144,0.923076923076923,0.0769230769230769,82378,22807
1900,"Sidney",23,218,0.904564315352697,0.0954356846473029,82378,22807
1901,"Sidney",17,134,0.887417218543046,0.112582781456954,82378,22807
1902,"Sidney",28,175,0.862068965517241,0.137931034482759,82378,22807
1903,"Sidney",19,162,0.895027624309392,0.104972375690608,82378,22807
1904,"Sidney",21,201,0.905405405405405,0.0945945945945946,82378,22807
1905,"Sidney",17,196,0.92018779342723,0.07981220657277,82378,22807
1906,"Sidney",16,209,0.928888888888889,0.0711111111111111,82378,22807
1907,"Sidney",20,200,0.909090909090909,0.0909090909090909,82378,22807
1908,"Sidney",24,253,0.913357400722022,0.0866425992779783,82378,22807
1909,"Sidney",12,233,0.951020408163265,0.0489795918367347,82378,22807
1910,"Sidney",14,353,0.961852861035422,0.0381471389645777,82378,22807
1911,"Sidney",24,433,0.947483588621444,0.0525164113785558,82378,22807
1912,"Sidney",26,1003,0.974732750242954,0.0252672497570457,82378,22807
1913,"Sidney",43,1073,0.961469534050179,0.0385304659498208,82378,22807
1914,"Sidney",39,1337,0.971656976744186,0.028343023255814,82378,22807
1915,"Sidney",63,1615,0.962455303933254,0.0375446960667461,82378,22807
1916,"Sidney",54,1659,0.968476357267951,0.031523642732049,82378,22807
1917,"Sidney",55,1727,0.969135802469136,0.0308641975308642,82378,22807
1918,"Sidney",60,1878,0.969040247678019,0.0309597523219814,82378,22807
1919,"Sidney",60,1716,0.966216216216216,0.0337837837837838,82378,22807
1920,"Sidney",54,1611,0.967567567567568,0.0324324324324324,82378,22807
1921,"Sidney",61,1585,0.962940461725395,0.0370595382746051,82378,22807
1922,"Sidney",51,1620,0.969479353680431,0.0305206463195691,82378,22807
1923,"Sidney",62,1543,0.961370716510903,0.0386292834890966,82378,22807
1924,"Sidney",58,1504,0.962868117797695,0.0371318822023047,82378,22807
1925,"Sidney",44,1346,0.968345323741007,0.0316546762589928,82378,22807
1926,"Sidney",69,1349,0.951339915373766,0.0486600846262341,82378,22807
1927,"Sidney",54,1379,0.96231681786462,0.0376831821353803,82378,22807
1928,"Sidney",60,1206,0.95260663507109,0.0473933649289099,82378,22807
1929,"Sidney",55,1059,0.950628366247756,0.0493716337522442,82378,22807
1930,"Sidney",48,1073,0.957181088314005,0.0428189116859946,82378,22807
1931,"Sidney",48,940,0.951417004048583,0.048582995951417,82378,22807
1932,"Sidney",57,958,0.94384236453202,0.0561576354679803,82378,22807
1933,"Sidney",77,949,0.92495126705653,0.0750487329434698,82378,22807
1934,"Sidney",78,930,0.922619047619048,0.0773809523809524,82378,22807
1935,"Sidney",93,974,0.912839737582006,0.0871602624179944,82378,22807
1936,"Sidney",81,952,0.921587608906099,0.0784123910939013,82378,22807
1937,"Sidney",63,902,0.934715025906736,0.0652849740932643,82378,22807
1938,"Sidney",89,875,0.907676348547718,0.0923236514522822,82378,22807
1939,"Sidney",63,861,0.931818181818182,0.0681818181818182,82378,22807
1940,"Sidney",74,927,0.926073926073926,0.0739260739260739,82378,22807
1941,"Sidney",83,891,0.914784394250513,0.0852156057494867,82378,22807
1942,"Sidney",116,998,0.895870736086176,0.104129263913824,82378,22807
1943,"Sidney",137,1016,0.881179531656548,0.118820468343452,82378,22807
1944,"Sidney",85,901,0.913793103448276,0.0862068965517241,82378,22807
1945,"Sidney",89,830,0.903155603917301,0.0968443960826986,82378,22807
1946,"Sidney",90,1011,0.918256130790191,0.0817438692098093,82378,22807
1947,"Sidney",116,1098,0.904448105436573,0.0955518945634267,82378,22807
1948,"Sidney",73,991,0.931390977443609,0.068609022556391,82378,22807
1949,"Sidney",88,946,0.914893617021277,0.0851063829787234,82378,22807
1950,"Sidney",78,1077,0.932467532467532,0.0675324675324675,82378,22807
1951,"Sidney",97,1027,0.913701067615658,0.0862989323843416,82378,22807
1952,"Sidney",109,1020,0.903454384410983,0.0965456155890168,82378,22807
1953,"Sidney",89,1012,0.919164396003633,0.0808356039963669,82378,22807
1954,"Sidney",94,1021,0.915695067264574,0.084304932735426,82378,22807
1955,"Sidney",92,1023,0.917488789237668,0.0825112107623318,82378,22807
1956,"Sidney",81,955,0.921814671814672,0.0781853281853282,82378,22807
1957,"Sidney",86,841,0.90722761596548,0.09277238403452,82378,22807
1958,"Sidney",94,825,0.897714907508161,0.102285092491839,82378,22807
1959,"Sidney",72,826,0.919821826280624,0.0801781737193764,82378,22807
1960,"Sidney",92,851,0.902439024390244,0.0975609756097561,82378,22807
1961,"Sidney",57,842,0.936596218020022,0.0634037819799778,82378,22807
1962,"Sidney",59,778,0.929510155316607,0.0704898446833931,82378,22807
1963,"Sidney",65,672,0.911804613297151,0.0881953867028494,82378,22807
1964,"Sidney",57,731,0.927664974619289,0.0723350253807107,82378,22807
1965,"Sidney",53,641,0.923631123919308,0.0763688760806916,82378,22807
1966,"Sidney",66,613,0.90279823269514,0.0972017673048601,82378,22807
1967,"Sidney",54,591,0.916279069767442,0.0837209302325581,82378,22807
1968,"Sidney",37,573,0.939344262295082,0.060655737704918,82378,22807
1969,"Sidney",32,548,0.944827586206897,0.0551724137931034,82378,22807
1970,"Sidney",39,515,0.929602888086643,0.0703971119133574,82378,22807
1971,"Sidney",29,445,0.938818565400844,0.0611814345991561,82378,22807
1972,"Sidney",34,461,0.931313131313131,0.0686868686868687,82378,22807
1973,"Sidney",25,383,0.938725490196078,0.0612745098039216,82378,22807
1974,"Sidney",29,365,0.926395939086294,0.0736040609137056,82378,22807
1975,"Sidney",41,347,0.894329896907217,0.105670103092784,82378,22807
1976,"Sidney",23,344,0.93732970027248,0.0626702997275204,82378,22807
1977,"Sidney",40,345,0.896103896103896,0.103896103896104,82378,22807
1978,"Sidney",36,297,0.891891891891892,0.108108108108108,82378,22807
1979,"Sidney",31,322,0.912181303116147,0.0878186968838527,82378,22807
1980,"Sidney",29,353,0.924083769633508,0.0759162303664921,82378,22807
1981,"Sidney",41,335,0.890957446808511,0.109042553191489,82378,22807
1982,"Sidney",50,333,0.869451697127937,0.130548302872063,82378,22807
1983,"Sidney",50,330,0.868421052631579,0.131578947368421,82378,22807
1984,"Sidney",64,310,0.828877005347594,0.171122994652406,82378,22807
1985,"Sidney",83,351,0.808755760368664,0.191244239631336,82378,22807
1986,"Sidney",75,311,0.805699481865285,0.194300518134715,82378,22807
1987,"Sidney",95,322,0.772182254196643,0.227817745803357,82378,22807
1988,"Sidney",123,341,0.734913793103448,0.265086206896552,82378,22807
1989,"Sidney",170,345,0.669902912621359,0.330097087378641,82378,22807
1990,"Sidney",207,367,0.639372822299652,0.360627177700348,82378,22807
1991,"Sidney",325,383,0.540960451977401,0.459039548022599,82378,22807
1992,"Sidney",366,386,0.513297872340426,0.486702127659574,82378,22807
1993,"Sidney",419,401,0.489024390243902,0.510975609756098,82378,22807
1994,"Sidney",568,394,0.40956340956341,0.59043659043659,82378,22807
1995,"Sidney",883,411,0.317619783616692,0.682380216383308,82378,22807
1996,"Sidney",828,375,0.311720698254364,0.688279301745636,82378,22807
1997,"Sidney",1008,383,0.275341480948958,0.724658519051042,82378,22807
1998,"Sidney",1141,374,0.246864686468647,0.753135313531353,82378,22807
1999,"Sidney",1218,353,0.224697644812222,0.775302355187778,82378,22807
2000,"Sidney",1221,333,0.214285714285714,0.785714285714286,82378,22807
2001,"Sidney",1053,315,0.230263157894737,0.769736842105263,82378,22807
2002,"Sidney",939,274,0.225886232481451,0.774113767518549,82378,22807
2003,"Sidney",951,285,0.230582524271845,0.769417475728155,82378,22807
2004,"Sidney",836,267,0.242067089755213,0.757932910244787,82378,22807
2005,"Sidney",834,221,0.209478672985782,0.790521327014218,82378,22807
2006,"Sidney",745,255,0.255,0.745,82378,22807
2007,"Sidney",668,254,0.275488069414317,0.724511930585683,82378,22807
2008,"Sidney",583,269,0.315727699530516,0.684272300469484,82378,22807
2009,"Sidney",570,254,0.308252427184466,0.691747572815534,82378,22807
2010,"Sidney",431,259,0.37536231884058,0.62463768115942,82378,22807
2011,"Sidney",412,231,0.359253499222395,0.640746500777605,82378,22807
2012,"Sidney",321,223,0.409926470588235,0.590073529411765,82378,22807
2013,"Sidney",282,208,0.424489795918367,0.575510204081633,82378,22807
2014,"Sidney",292,164,0.359649122807018,0.640350877192982,82378,22807
1959,"Skylar",0,10,1,0,15986,47236
1961,"Skylar",0,10,1,0,15986,47236
1962,"Skylar",0,8,1,0,15986,47236
1963,"Skylar",0,5,1,0,15986,47236
1966,"Skylar",0,5,1,0,15986,47236
1967,"Skylar",0,7,1,0,15986,47236
1968,"Skylar",0,5,1,0,15986,47236
1970,"Skylar",0,8,1,0,15986,47236
1973,"Skylar",0,9,1,0,15986,47236
1974,"Skylar",6,8,0.571428571428571,0.428571428571429,15986,47236
1975,"Skylar",8,10,0.555555555555556,0.444444444444444,15986,47236
1976,"Skylar",10,11,0.523809523809524,0.476190476190476,15986,47236
1977,"Skylar",11,20,0.645161290322581,0.354838709677419,15986,47236
1978,"Skylar",7,16,0.695652173913043,0.304347826086957,15986,47236
1979,"Skylar",13,35,0.729166666666667,0.270833333333333,15986,47236
1980,"Skylar",11,26,0.702702702702703,0.297297297297297,15986,47236
1981,"Skylar",15,89,0.855769230769231,0.144230769230769,15986,47236
1982,"Skylar",14,103,0.88034188034188,0.11965811965812,15986,47236
1983,"Skylar",14,96,0.872727272727273,0.127272727272727,15986,47236
1984,"Skylar",19,146,0.884848484848485,0.115151515151515,15986,47236
1985,"Skylar",29,175,0.857843137254902,0.142156862745098,15986,47236
1986,"Skylar",61,170,0.735930735930736,0.264069264069264,15986,47236
1987,"Skylar",107,245,0.696022727272727,0.303977272727273,15986,47236
1988,"Skylar",116,230,0.664739884393064,0.335260115606936,15986,47236
1989,"Skylar",127,296,0.699763593380615,0.300236406619385,15986,47236
1990,"Skylar",418,448,0.517321016166282,0.482678983833718,15986,47236
1991,"Skylar",364,415,0.532734274711168,0.467265725288832,15986,47236
1992,"Skylar",413,469,0.531746031746032,0.468253968253968,15986,47236
1993,"Skylar",545,574,0.51295799821269,0.48704200178731,15986,47236
1994,"Skylar",621,585,0.485074626865672,0.514925373134328,15986,47236
1995,"Skylar",685,561,0.45024077046549,0.54975922953451,15986,47236
1996,"Skylar",855,636,0.426559356136821,0.573440643863179,15986,47236
1997,"Skylar",953,657,0.408074534161491,0.591925465838509,15986,47236
1998,"Skylar",1731,730,0.296627387240959,0.703372612759041,15986,47236
1999,"Skylar",2511,694,0.216536661466459,0.783463338533541,15986,47236
2000,"Skylar",2502,748,0.230153846153846,0.769846153846154,15986,47236
2001,"Skylar",2341,734,0.23869918699187,0.76130081300813,15986,47236
2002,"Skylar",2390,680,0.221498371335505,0.778501628664495,15986,47236
2003,"Skylar",2305,632,0.21518556350017,0.78481443649983,15986,47236
2004,"Skylar",2172,536,0.197932053175775,0.802067946824225,15986,47236
2005,"Skylar",2239,563,0.200927908636688,0.799072091363312,15986,47236
2006,"Skylar",2347,630,0.211622438696674,0.788377561303325,15986,47236
2007,"Skylar",2054,562,0.214831804281346,0.785168195718654,15986,47236
2008,"Skylar",1746,529,0.232527472527473,0.767472527472527,15986,47236
2009,"Skylar",1764,547,0.236694071830376,0.763305928169624,15986,47236
2010,"Skylar",1716,490,0.222121486854034,0.777878513145966,15986,47236
2011,"Skylar",2152,475,0.180814617434336,0.819185382565664,15986,47236
2012,"Skylar",3337,451,0.119060190073918,0.880939809926082,15986,47236
2013,"Skylar",3775,488,0.114473375557119,0.885526624442881,15986,47236
2014,"Skylar",4732,409,0.079556506516242,0.920443493483758,15986,47236
1880,"Stacy",0,6,1,0,22069,162162
1884,"Stacy",0,5,1,0,22069,162162
1885,"Stacy",0,6,1,0,22069,162162
1887,"Stacy",0,5,1,0,22069,162162
1889,"Stacy",0,5,1,0,22069,162162
1891,"Stacy",0,7,1,0,22069,162162
1892,"Stacy",7,8,0.533333333333333,0.466666666666667,22069,162162
1893,"Stacy",7,7,0.5,0.5,22069,162162
1894,"Stacy",0,8,1,0,22069,162162
1896,"Stacy",8,5,0.384615384615385,0.615384615384615,22069,162162
1898,"Stacy",0,9,1,0,22069,162162
1899,"Stacy",7,0,0,1,22069,162162
1900,"Stacy",0,6,1,0,22069,162162
1901,"Stacy",5,0,0,1,22069,162162
1903,"Stacy",7,9,0.5625,0.4375,22069,162162
1904,"Stacy",8,7,0.466666666666667,0.533333333333333,22069,162162
1905,"Stacy",6,0,0,1,22069,162162
1906,"Stacy",8,5,0.384615384615385,0.615384615384615,22069,162162
1907,"Stacy",0,10,1,0,22069,162162
1908,"Stacy",10,19,0.655172413793103,0.344827586206897,22069,162162
1909,"Stacy",9,8,0.470588235294118,0.529411764705882,22069,162162
1910,"Stacy",8,8,0.5,0.5,22069,162162
1911,"Stacy",8,14,0.636363636363636,0.363636363636364,22069,162162
1912,"Stacy",10,19,0.655172413793103,0.344827586206897,22069,162162
1913,"Stacy",11,22,0.666666666666667,0.333333333333333,22069,162162
1914,"Stacy",14,32,0.695652173913043,0.304347826086957,22069,162162
1915,"Stacy",21,36,0.631578947368421,0.368421052631579,22069,162162
1916,"Stacy",20,39,0.661016949152542,0.338983050847458,22069,162162
1917,"Stacy",12,27,0.692307692307692,0.307692307692308,22069,162162
1918,"Stacy",17,41,0.706896551724138,0.293103448275862,22069,162162
1919,"Stacy",12,48,0.8,0.2,22069,162162
1920,"Stacy",23,65,0.738636363636364,0.261363636363636,22069,162162
1921,"Stacy",20,35,0.636363636363636,0.363636363636364,22069,162162
1922,"Stacy",7,51,0.879310344827586,0.120689655172414,22069,162162
1923,"Stacy",16,39,0.709090909090909,0.290909090909091,22069,162162
1924,"Stacy",11,44,0.8,0.2,22069,162162
1925,"Stacy",13,40,0.754716981132076,0.245283018867925,22069,162162
1926,"Stacy",9,30,0.769230769230769,0.230769230769231,22069,162162
1927,"Stacy",7,27,0.794117647058823,0.205882352941176,22069,162162
1928,"Stacy",13,44,0.771929824561403,0.228070175438596,22069,162162
1929,"Stacy",11,34,0.755555555555556,0.244444444444444,22069,162162
1930,"Stacy",5,35,0.875,0.125,22069,162162
1931,"Stacy",12,30,0.714285714285714,0.285714285714286,22069,162162
1932,"Stacy",0,34,1,0,22069,162162
1933,"Stacy",6,41,0.872340425531915,0.127659574468085,22069,162162
1934,"Stacy",11,28,0.717948717948718,0.282051282051282,22069,162162
1935,"Stacy",0,45,1,0,22069,162162
1936,"Stacy",7,45,0.865384615384615,0.134615384615385,22069,162162
1937,"Stacy",14,36,0.72,0.28,22069,162162
1938,"Stacy",14,40,0.740740740740741,0.259259259259259,22069,162162
1939,"Stacy",7,43,0.86,0.14,22069,162162
1940,"Stacy",6,48,0.888888888888889,0.111111111111111,22069,162162
1941,"Stacy",14,52,0.787878787878788,0.212121212121212,22069,162162
